Date,Station,Category,Value
2007-01-23,Changi,Max Humidity,100.0
2007-01-24,Changi,Max Humidity,100.0
2007-01-25,Changi,Max Humidity,100.0
2007-01-26,Changi,Max Humidity,100.0
2007-01-27,Changi,Max Humidity,100.0
2007-01-28,Changi,Max Humidity,100.0
2007-01-29,Changi,Min Humidity,55.04
2007-02-10,Changi,Max Humidity,100.0
2007-02-11,Changi,Max Humidity,100.0
2007-02-13,Changi,Max Humidity,100.0
2007-02-14,Changi,Max Humidity,100.0
2007-02-15,Changi,Max Humidity,100.0
2007-02-18,Changi,Max Humidity,100.0
2007-02-19,Changi,Max Humidity,100.0
2007-02-20,Changi,Max Humidity,100.0
2007-02-21,Changi,Max Humidity,100.0
2007-02-22,Changi,Max Humidity,100.0
2007-02-23,Changi,Max Humidity,100.0
2007-02-26,Changi,Max Humidity,100.0
2007-02-28,Changi,Max Humidity,100.0
2007-02-22,Changi,Min Humidity,52.23
2007-03-01,Changi,Max Humidity,100.0
2007-03-02,Changi,Max Humidity,100.0
2007-03-03,Changi,Max Humidity,100.0
2007-03-09,Changi,Max Humidity,100.0
2007-03-11,Changi,Max Humidity,100.0
2007-03-15,Changi,Max Humidity,100.0
2007-03-16,Changi,Max Humidity,100.0
2007-03-21,Changi,Max Humidity,100.0
2007-03-22,Changi,Max Humidity,100.0
2007-03-23,Changi,Max Humidity,100.0
2007-03-24,Changi,Max Humidity,100.0
2007-03-25,Changi,Max Humidity,100.0
2007-03-26,Changi,Max Humidity,100.0
2007-03-27,Changi,Max Humidity,100.0
2007-03-28,Changi,Max Humidity,100.0
2007-03-29,Changi,Max Humidity,100.0
2007-03-30,Changi,Max Humidity,100.0
2007-03-31,Changi,Max Humidity,100.0
2007-03-25,Changi,Min Humidity,49.36
2007-04-01,Changi,Max Humidity,100.0
2007-04-02,Changi,Max Humidity,100.0
2007-04-03,Changi,Max Humidity,100.0
2007-04-04,Changi,Max Humidity,100.0
2007-04-09,Changi,Max Humidity,100.0
2007-04-10,Changi,Max Humidity,100.0
2007-04-11,Changi,Max Humidity,100.0
2007-04-12,Changi,Max Humidity,100.0
2007-04-13,Changi,Max Humidity,100.0
2007-04-14,Changi,Max Humidity,100.0
2007-04-16,Changi,Max Humidity,100.0
2007-04-22,Changi,Max Humidity,100.0
2007-04-23,Changi,Max Humidity,100.0
2007-04-24,Changi,Max Humidity,100.0
2007-04-25,Changi,Max Humidity,100.0
2007-04-26,Changi,Max Humidity,100.0
2007-04-27,Changi,Max Humidity,100.0
2007-04-28,Changi,Max Humidity,100.0
2007-04-29,Changi,Max Humidity,100.0
2007-04-30,Changi,Max Humidity,100.0
2007-04-25,Changi,Min Humidity,49.62
2007-05-01,Changi,Max Humidity,100.0
2007-05-02,Changi,Max Humidity,100.0
2007-05-03,Changi,Max Humidity,100.0
2007-05-04,Changi,Max Humidity,100.0
2007-05-07,Changi,Max Humidity,100.0
2007-05-09,Changi,Max Humidity,100.0
2007-05-10,Changi,Max Humidity,100.0
2007-05-11,Changi,Max Humidity,100.0
2007-05-14,Changi,Max Humidity,100.0
2007-05-15,Changi,Max Humidity,100.0
2007-05-21,Changi,Max Humidity,100.0
2007-05-22,Changi,Max Humidity,100.0
2007-05-23,Changi,Max Humidity,100.0
2007-05-24,Changi,Max Humidity,100.0
2007-05-27,Changi,Max Humidity,100.0
2007-05-06,Changi,Min Humidity,59.01
2007-05-31,Changi,Min Humidity,59.01
2007-06-01,Changi,Max Humidity,100.0
2007-06-02,Changi,Max Humidity,100.0
2007-06-03,Changi,Max Humidity,100.0
2007-06-05,Changi,Max Humidity,100.0
2007-06-09,Changi,Max Humidity,100.0
2007-06-11,Changi,Max Humidity,100.0
2007-06-12,Changi,Max Humidity,100.0
2007-06-16,Changi,Max Humidity,100.0
2007-06-17,Changi,Max Humidity,100.0
2007-06-20,Changi,Max Humidity,100.0
2007-06-23,Changi,Max Humidity,100.0
2007-06-26,Changi,Max Humidity,100.0
2007-06-29,Changi,Max Humidity,100.0
2007-06-30,Changi,Max Humidity,100.0
2007-06-27,Changi,Min Humidity,49.36
2007-07-11,Changi,Max Humidity,100.0
2007-07-12,Changi,Max Humidity,100.0
2007-07-18,Changi,Max Humidity,100.0
2007-07-19,Changi,Max Humidity,100.0
2007-07-20,Changi,Max Humidity,100.0
2007-07-21,Changi,Max Humidity,100.0
2007-07-22,Changi,Max Humidity,100.0
2007-07-23,Changi,Max Humidity,100.0
2007-07-24,Changi,Max Humidity,100.0
2007-07-25,Changi,Max Humidity,100.0
2007-07-26,Changi,Max Humidity,100.0
2007-07-27,Changi,Max Humidity,100.0
2007-07-28,Changi,Max Humidity,100.0
2007-07-29,Changi,Max Humidity,100.0
2007-07-30,Changi,Max Humidity,100.0
2007-07-01,Changi,Min Humidity,55.29
2007-08-09,Changi,Max Humidity,100.0
2007-08-12,Changi,Max Humidity,100.0
2007-08-13,Changi,Max Humidity,100.0
2007-08-16,Changi,Max Humidity,100.0
2007-08-17,Changi,Max Humidity,100.0
2007-08-18,Changi,Max Humidity,100.0
2007-08-19,Changi,Max Humidity,100.0
2007-08-20,Changi,Max Humidity,100.0
2007-08-22,Changi,Max Humidity,100.0
2007-08-24,Changi,Max Humidity,100.0
2007-08-26,Changi,Max Humidity,100.0
2007-08-28,Changi,Max Humidity,100.0
2007-08-29,Changi,Max Humidity,100.0
2007-08-30,Changi,Max Humidity,100.0
2007-08-31,Changi,Max Humidity,100.0
2007-08-05,Changi,Min Humidity,55.53
2007-09-03,Changi,Max Humidity,100.0
2007-09-04,Changi,Max Humidity,100.0
2007-09-08,Changi,Max Humidity,100.0
2007-09-10,Changi,Max Humidity,100.0
2007-09-11,Changi,Max Humidity,100.0
2007-09-14,Changi,Max Humidity,100.0
2007-09-15,Changi,Max Humidity,100.0
2007-09-16,Changi,Max Humidity,100.0
2007-09-23,Changi,Max Humidity,100.0
2007-09-24,Changi,Max Humidity,100.0
2007-09-25,Changi,Max Humidity,100.0
2007-09-27,Changi,Max Humidity,100.0
2007-09-22,Changi,Min Humidity,52.23
2007-10-02,Changi,Max Humidity,100.0
2007-10-08,Changi,Max Humidity,100.0
2007-10-09,Changi,Max Humidity,100.0
2007-10-11,Changi,Max Humidity,100.0
2007-10-12,Changi,Max Humidity,100.0
2007-10-13,Changi,Max Humidity,100.0
2007-10-14,Changi,Max Humidity,100.0
2007-10-15,Changi,Max Humidity,100.0
2007-10-16,Changi,Max Humidity,100.0
2007-10-17,Changi,Max Humidity,100.0
2007-10-19,Changi,Max Humidity,100.0
2007-10-20,Changi,Max Humidity,100.0
2007-10-22,Changi,Max Humidity,100.0
2007-10-23,Changi,Max Humidity,100.0
2007-10-27,Changi,Max Humidity,100.0
2007-10-28,Changi,Max Humidity,100.0
2007-10-29,Changi,Max Humidity,100.0
2007-10-30,Changi,Max Humidity,100.0
2007-10-31,Changi,Max Humidity,100.0
2007-10-04,Changi,Min Humidity,49.36
2007-11-02,Changi,Max Humidity,100.0
2007-11-03,Changi,Max Humidity,100.0
2007-11-04,Changi,Max Humidity,100.0
2007-11-05,Changi,Max Humidity,100.0
2007-11-06,Changi,Max Humidity,100.0
2007-11-07,Changi,Max Humidity,100.0
2007-11-08,Changi,Max Humidity,100.0
2007-11-10,Changi,Max Humidity,100.0
2007-11-12,Changi,Max Humidity,100.0
2007-11-13,Changi,Max Humidity,100.0
2007-11-14,Changi,Max Humidity,100.0
2007-11-15,Changi,Max Humidity,100.0
2007-11-17,Changi,Max Humidity,100.0
2007-11-18,Changi,Max Humidity,100.0
2007-11-19,Changi,Max Humidity,100.0
2007-11-20,Changi,Max Humidity,100.0
2007-11-21,Changi,Max Humidity,100.0
2007-11-22,Changi,Max Humidity,100.0
2007-11-25,Changi,Max Humidity,100.0
2007-11-28,Changi,Max Humidity,100.0
2007-11-29,Changi,Max Humidity,100.0
2007-11-09,Changi,Min Humidity,55.77
2007-11-24,Changi,Min Humidity,55.77
2007-12-05,Changi,Max Humidity,100.0
2007-12-06,Changi,Max Humidity,100.0
2007-12-07,Changi,Max Humidity,100.0
2007-12-08,Changi,Max Humidity,100.0
2007-12-09,Changi,Max Humidity,100.0
2007-12-10,Changi,Max Humidity,100.0
2007-12-11,Changi,Max Humidity,100.0
2007-12-12,Changi,Max Humidity,100.0
2007-12-13,Changi,Max Humidity,100.0
2007-12-17,Changi,Max Humidity,100.0
2007-12-18,Changi,Max Humidity,100.0
2007-12-19,Changi,Max Humidity,100.0
2007-12-20,Changi,Max Humidity,100.0
2007-12-21,Changi,Max Humidity,100.0
2007-12-22,Changi,Max Humidity,100.0
2007-12-23,Changi,Max Humidity,100.0
2007-12-29,Changi,Max Humidity,100.0
2007-12-30,Changi,Max Humidity,100.0
2007-12-02,Changi,Min Humidity,48.84
2017-01-06,Changi,Max Humidity,100.0
2017-01-07,Changi,Max Humidity,100.0
2017-01-08,Changi,Max Humidity,100.0
2017-01-11,Changi,Max Humidity,100.0
2017-01-12,Changi,Max Humidity,100.0
2017-01-15,Changi,Max Humidity,100.0
2017-01-17,Changi,Max Humidity,100.0
2017-01-19,Changi,Max Humidity,100.0
2017-01-20,Changi,Max Humidity,100.0
2017-01-22,Changi,Max Humidity,100.0
2017-01-23,Changi,Max Humidity,100.0
2017-01-24,Changi,Max Humidity,100.0
2017-01-26,Changi,Max Humidity,100.0
2017-01-08,Changi,Min Humidity,46.41
2017-02-03,Changi,Max Humidity,100.0
2017-02-04,Changi,Max Humidity,100.0
2017-02-05,Changi,Max Humidity,100.0
2017-02-07,Changi,Max Humidity,100.0
2017-02-08,Changi,Max Humidity,100.0
2017-02-15,Changi,Max Humidity,100.0
2017-02-24,Changi,Max Humidity,100.0
2017-02-25,Changi,Max Humidity,100.0
2017-02-27,Changi,Max Humidity,100.0
2017-02-09,Changi,Min Humidity,58.78
2017-03-01,Changi,Max Humidity,100.0
2017-03-03,Changi,Max Humidity,100.0
2017-03-04,Changi,Max Humidity,100.0
2017-03-20,Changi,Max Humidity,100.0
2017-03-28,Changi,Max Humidity,100.0
2017-03-29,Changi,Max Humidity,100.0
2017-03-30,Changi,Max Humidity,100.0
2017-03-15,Changi,Min Humidity,55.53
2017-04-07,Changi,Max Humidity,100.0
2017-04-09,Changi,Max Humidity,100.0
2017-04-10,Changi,Max Humidity,100.0
2017-04-11,Changi,Max Humidity,100.0
2017-04-12,Changi,Max Humidity,100.0
2017-04-14,Changi,Max Humidity,100.0
2017-04-18,Changi,Max Humidity,100.0
2017-04-21,Changi,Max Humidity,100.0
2017-04-23,Changi,Max Humidity,100.0
2017-04-24,Changi,Max Humidity,100.0
2017-04-25,Changi,Max Humidity,100.0
2017-04-26,Changi,Max Humidity,100.0
2017-04-28,Changi,Max Humidity,100.0
2017-04-29,Changi,Max Humidity,100.0
2017-04-30,Changi,Max Humidity,100.0
2017-04-04,Changi,Min Humidity,52.48
2017-05-05,Changi,Max Humidity,100.0
2017-05-07,Changi,Max Humidity,100.0
2017-05-10,Changi,Max Humidity,100.0
2017-05-21,Changi,Max Humidity,100.0
2017-05-22,Changi,Max Humidity,100.0
2017-05-24,Changi,Max Humidity,100.0
2017-05-25,Changi,Max Humidity,100.0
2017-05-26,Changi,Max Humidity,100.0
2017-05-27,Changi,Max Humidity,100.0
2017-05-30,Changi,Max Humidity,100.0
2017-05-31,Changi,Max Humidity,100.0
2017-05-31,Changi,Min Humidity,59.01
2017-06-01,Changi,Max Humidity,100.0
2017-06-17,Changi,Max Humidity,100.0
2017-06-23,Changi,Max Humidity,100.0
2017-06-25,Changi,Max Humidity,100.0
2017-06-28,Changi,Max Humidity,100.0
2017-06-17,Changi,Min Humidity,52.48
2017-07-05,Changi,Max Humidity,100.0
2017-07-09,Changi,Max Humidity,100.0
2017-07-11,Changi,Max Humidity,100.0
2017-07-13,Changi,Max Humidity,100.0
2017-07-14,Changi,Max Humidity,100.0
2017-07-28,Changi,Min Humidity,55.53
2017-08-17,Changi,Max Humidity,100.0
2017-08-18,Changi,Max Humidity,100.0
2017-08-03,Changi,Min Humidity,52.23
2017-09-06,Changi,Max Humidity,100.0
2017-09-13,Changi,Max Humidity,100.0
2017-09-16,Changi,Max Humidity,100.0
2017-09-21,Changi,Max Humidity,100.0
2017-09-29,Changi,Max Humidity,100.0
2017-09-21,Changi,Min Humidity,58.55
2017-10-02,Changi,Max Humidity,100.0
2017-10-03,Changi,Max Humidity,100.0
2017-10-09,Changi,Max Humidity,100.0
2017-10-10,Changi,Max Humidity,100.0
2017-10-11,Changi,Max Humidity,100.0
2017-10-13,Changi,Max Humidity,100.0
2017-10-24,Changi,Max Humidity,100.0
2017-10-25,Changi,Max Humidity,100.0
2017-10-28,Changi,Max Humidity,100.0
2017-10-29,Changi,Max Humidity,100.0
2017-10-30,Changi,Max Humidity,100.0
2017-10-19,Changi,Min Humidity,46.14
2017-11-01,Changi,Max Humidity,100.0
2017-11-04,Changi,Max Humidity,100.0
2017-11-05,Changi,Max Humidity,100.0
2017-11-06,Changi,Max Humidity,100.0
2017-11-07,Changi,Max Humidity,100.0
2017-11-08,Changi,Max Humidity,100.0
2017-11-09,Changi,Max Humidity,100.0
2017-11-10,Changi,Max Humidity,100.0
2017-11-11,Changi,Max Humidity,100.0
2017-11-12,Changi,Max Humidity,100.0
2017-11-13,Changi,Max Humidity,100.0
2017-11-14,Changi,Max Humidity,100.0
2017-11-16,Changi,Max Humidity,100.0
2017-11-17,Changi,Max Humidity,100.0
2017-11-18,Changi,Max Humidity,100.0
2017-11-19,Changi,Max Humidity,100.0
2017-11-20,Changi,Max Humidity,100.0
2017-11-21,Changi,Max Humidity,100.0
2017-11-19,Changi,Min Humidity,59.24
2017-12-02,Changi,Max Humidity,100.0
2017-12-04,Changi,Max Humidity,100.0
2017-12-05,Changi,Max Humidity,100.0
2017-12-06,Changi,Max Humidity,100.0
2017-12-07,Changi,Max Humidity,100.0
2017-12-11,Changi,Max Humidity,100.0
2017-12-12,Changi,Max Humidity,100.0
2017-12-13,Changi,Max Humidity,100.0
2017-12-14,Changi,Max Humidity,100.0
2017-12-15,Changi,Max Humidity,100.0
2017-12-22,Changi,Max Humidity,100.0
2017-12-23,Changi,Max Humidity,100.0
2017-12-25,Changi,Max Humidity,100.0
2017-12-26,Changi,Max Humidity,100.0
2017-12-27,Changi,Max Humidity,100.0
2017-12-28,Changi,Max Humidity,100.0
2017-12-31,Changi,Max Humidity,100.0
2017-12-17,Changi,Min Humidity,58.78
2017-12-22,Changi,Min Humidity,58.78
